Protein	FilterMatch	RegEx
Q5K2E0_9BACT	Nitrite reductase	nitrite reductase
Q5K2E1_9BACT	nitrite reductase	nitrite reductase
Q5K2E5_9BACT	nitrite reductase	nitrite reductase
Q5K2E6_9BACT	nitrite reductase	nitrite reductase
Q5K2E7_9BACT	nitrite reductase	nitrite reductase
Q5K2E9_9BACT	nitrite reductase	nitrite reductase
Q5K2F1_9BACT	nitrite reductase	nitrite reductase
Q5K2F3_9BACT	nitrite reductase	nitrite reductase
Q5K2F6_9BACT	nitrite reductase	nitrite reductase
Q5K2F7_9BACT	nitrite reductase	nitrite reductase
Q5K2F9_9BACT	nitrite reductase	nitrite reductase
Q5K2G2_9BACT	nitrite reductase	nitrite reductase
Q5K2G4_9BACT	nitrite reductase	nitrite reductase
Q5K2G5_9BACT	nitrite reductase	nitrite reductase
Q5K2H0_9BACT	nitrite reductase	nitrite reductase
Q5K2H9_9BACT	nitrite reductase	nitrite reductase
Q5K2I0_9BACT	nitrite reductase	nitrite reductase
Q5K2I1_9BACT	nitrite reductase	nitrite reductase
Q5K2I3_9BACT	nitrite reductase	nitrite reductase
Q5K2I4_9BACT	nitrite reductase	nitrite reductase
Q5K2I6_9BACT	nitrite reductase	nitrite reductase
Q5K2I8_9BACT	nitrite reductase	nitrite reductase
Q5K2J1_9BACT	nitrite reductase	nitrite reductase
Q5K2J2_9BACT	nitrite reductase	nitrite reductase
Q5K2J3_9BACT	nitrite reductase	nitrite reductase
Q5K2J4_9BACT	nitrite reductase	nitrite reductase
Q5K2J6_9BACT	nitrite reductase	nitrite reductase
Q5K2J7_9BACT	nitrite reductase	nitrite reductase
Q5K2J9_9BACT	nitrite reductase	nitrite reductase
Q5MH33_9RHOO	Nitrite reductase	nitrite reductase
Q68AP6_9BACT	Nitrite reductase	nitrite reductase
Q68AP7_9BACT	Nitrite reductase	nitrite reductase
Q68AP8_9BACT	Nitrite reductase	nitrite reductase
Q68AP9_9BACT	Nitrite reductase	nitrite reductase
Q68AQ0_9BACT	Nitrite reductase	nitrite reductase
Q68AQ1_9BACT	Nitrite reductase	nitrite reductase
Q68AQ2_9BACT	Nitrite reductase	nitrite reductase
Q68AQ3_9BACT	Nitrite reductase	nitrite reductase
Q68AQ4_9BACT	Nitrite reductase	nitrite reductase
Q68AQ5_9BACT	Nitrite reductase	nitrite reductase
Q68AQ6_9BACT	Nitrite reductase	nitrite reductase
Q68AQ7_9BACT	Nitrite reductase	nitrite reductase
Q68AQ8_9BACT	Nitrite reductase	nitrite reductase
Q68AQ9_9BACT	Nitrite reductase	nitrite reductase
Q68AR0_9BACT	Nitrite reductase	nitrite reductase
Q68AR1_9BACT	Nitrite reductase	nitrite reductase
Q68AR2_9BACT	Nitrite reductase	nitrite reductase
Q68AR3_9BACT	Nitrite reductase	nitrite reductase
Q68AR4_9BACT	Nitrite reductase	nitrite reductase
Q68AR5_9BACT	Nitrite reductase	nitrite reductase
Q68AR6_9BACT	Nitrite reductase	nitrite reductase
Q68AR7_9BACT	Nitrite reductase	nitrite reductase
Q68AR8_9BACT	Nitrite reductase	nitrite reductase
Q68AR9_9BACT	Nitrite reductase	nitrite reductase
Q68AS0_9BACT	Nitrite reductase	nitrite reductase
Q68AS1_9BACT	Nitrite reductase	nitrite reductase
Q68AS2_9BACT	Nitrite reductase	nitrite reductase
Q68AS3_9BACT	Nitrite reductase	nitrite reductase
Q68AS4_9BACT	Nitrite reductase	nitrite reductase
Q68AS5_9BACT	Nitrite reductase	nitrite reductase
Q68AS6_9BACT	Nitrite reductase	nitrite reductase
Q68AS7_9BACT	Nitrite reductase	nitrite reductase
Q68AS8_9BACT	Nitrite reductase	nitrite reductase
Q68AS9_9BACT	Nitrite reductase	nitrite reductase
Q68AT0_9BACT	Nitrite reductase	nitrite reductase
Q68AT1_9BACT	Nitrite reductase	nitrite reductase
Q68AT2_9BACT	Nitrite reductase	nitrite reductase
Q68AT3_9BACT	Nitrite reductase	nitrite reductase
Q68AT4_9BACT	Nitrite reductase	nitrite reductase
Q68AT5_9BACT	Nitrite reductase	nitrite reductase
Q68AT6_9BACT	Nitrite reductase	nitrite reductase
Q68AT7_9BACT	Nitrite reductase	nitrite reductase
Q68AT8_9BACT	Nitrite reductase	nitrite reductase
Q68AT9_9BACT	Nitrite reductase	nitrite reductase
Q68AU0_9BACT	Nitrite reductase	nitrite reductase
Q68AU1_9BACT	Nitrite reductase	nitrite reductase
Q68AU2_9BACT	Nitrite reductase	nitrite reductase
Q68AU3_9BACT	Nitrite reductase	nitrite reductase
Q68AU4_9BACT	Nitrite reductase	nitrite reductase
Q68AU5_9BACT	Nitrite reductase	nitrite reductase
Q68AU6_9BACT	Nitrite reductase	nitrite reductase
Q68AU7_9BACT	Nitrite reductase	nitrite reductase
Q68AU8_9BACT	Nitrite reductase	nitrite reductase
Q68AU9_9BACT	Nitrite reductase	nitrite reductase
Q68AV0_9BACT	Nitrite reductase	nitrite reductase
Q68AV1_9BACT	Nitrite reductase	nitrite reductase
Q68AV2_9BACT	Nitrite reductase	nitrite reductase
Q68AV3_9BACT	Nitrite reductase	nitrite reductase
Q68AV5_9BACT	Nitrite reductase	nitrite reductase
Q68AV6_9BACT	Nitrite reductase	nitrite reductase
Q68AV7_9BACT	Nitrite reductase	nitrite reductase
Q68AV8_9BACT	Nitrite reductase	nitrite reductase
Q68AW0_9BACT	Nitrite reductase	nitrite reductase
Q68AW1_9BACT	Nitrite reductase	nitrite reductase
Q68AW2_9BACT	Nitrite reductase	nitrite reductase
Q68AW3_9BACT	Nitrite reductase	nitrite reductase
Q68AW4_9BACT	Nitrite reductase	nitrite reductase
Q68AW5_9BACT	Nitrite reductase	nitrite reductase
Q68AW6_9BACT	Nitrite reductase	nitrite reductase
Q68AW7_9BACT	Nitrite reductase	nitrite reductase
Q68AW8_9BACT	Nitrite reductase	nitrite reductase
Q68AW9_9BACT	Nitrite reductase	nitrite reductase
Q68AX0_9BACT	Nitrite reductase	nitrite reductase
Q68KU0_9BACT	nitrite reductase	nitrite reductase
Q68KU1_9BACT	nitrite reductase	nitrite reductase
Q68KU2_9BACT	nitrite reductase	nitrite reductase
Q68KU3_9BACT	nitrite reductase	nitrite reductase
Q68KU4_9BACT	nitrite reductase	nitrite reductase
Q68KU5_9BACT	nitrite reductase	nitrite reductase
Q68KU6_9BACT	nitrite reductase	nitrite reductase
Q68KU7_9BACT	nitrite reductase	nitrite reductase
Q68KU8_9BACT	nitrite reductase	nitrite reductase
Q68KU9_9BACT	nitrite reductase	nitrite reductase
Q68KV0_9BACT	nitrite reductase	nitrite reductase
Q68KV1_9BACT	nitrite reductase	nitrite reductase
Q68KV2_9BACT	nitrite reductase	nitrite reductase
Q68KV3_9BACT	nitrite reductase	nitrite reductase
Q68KV4_9BACT	nitrite reductase	nitrite reductase
Q68KV5_9BACT	nitrite reductase	nitrite reductase
Q68KV6_9BACT	nitrite reductase	nitrite reductase
Q68KV7_9BACT	nitrite reductase	nitrite reductase
Q68KV8_9BACT	nitrite reductase	nitrite reductase
Q68KV9_9BACT	nitrite reductase	nitrite reductase
Q68KW0_9BACT	nitrite reductase	nitrite reductase
Q68KW1_9BACT	nitrite reductase	nitrite reductase
Q68KW2_9BACT	nitrite reductase	nitrite reductase
Q68KW3_9BACT	nitrite reductase	nitrite reductase
Q68KW4_9BACT	nitrite reductase	nitrite reductase
Q68KW5_9BACT	nitrite reductase	nitrite reductase
Q68KW8_9BACT	nitrite reductase	nitrite reductase
Q68KW9_9BACT	nitrite reductase	nitrite reductase
Q68KX0_9BACT	nitrite reductase	nitrite reductase
Q68KX1_9BACT	nitrite reductase	nitrite reductase
Q68KX2_9BACT	nitrite reductase	nitrite reductase
Q68KX3_9BACT	nitrite reductase	nitrite reductase
Q68KX4_9BACT	nitrite reductase	nitrite reductase
Q68KX5_9BACT	nitrite reductase	nitrite reductase
Q68Y65_9BACT	Nitrite reductase	nitrite reductase
Q68Y66_9BACT	Nitrite reductase	nitrite reductase
Q68Y67_9BACT	Nitrite reductase	nitrite reductase
Q68Y68_9BACT	Nitrite reductase	nitrite reductase
Q68Y69_9BACT	Nitrite reductase	nitrite reductase
Q68Y70_9BACT	Nitrite reductase	nitrite reductase
Q68Y71_9BACT	Nitrite reductase	nitrite reductase
Q68Y72_9BACT	Nitrite reductase	nitrite reductase
Q68Y73_9BACT	Nitrite reductase	nitrite reductase
Q68Y75_9BACT	Nitrite reductase	nitrite reductase
Q68Y76_9BACT	Nitrite reductase	nitrite reductase
Q68Y77_9BACT	Nitrite reductase	nitrite reductase
Q68Y78_9BACT	Nitrite reductase	nitrite reductase
Q68Y79_9BACT	Nitrite reductase	nitrite reductase
Q68Y80_9BACT	Nitrite reductase	nitrite reductase
Q69EZ0_KOCVA	nitrite reductase	nitrite reductase
Q69EZ3_PARDE	nitrite reductase	nitrite reductase
Q6B7T3_9BACT	nitrite reductase	nitrite reductase
Q6B7T4_9BACT	nitrite reductase	nitrite reductase
Q6B7T6_9BACT	nitrite reductase	nitrite reductase
Q6B7T9_9BACT	nitrite reductase	nitrite reductase
Q6B7U1_9BACT	nitrite reductase	nitrite reductase
Q6B7U2_9BACT	nitrite reductase	nitrite reductase
Q6B7U4_9BACT	nitrite reductase	nitrite reductase
Q6B7U5_9BACT	nitrite reductase	nitrite reductase
Q6B7U6_9BACT	nitrite reductase	nitrite reductase
Q6B7U7_9BACT	nitrite reductase	nitrite reductase
Q6B7U9_9BACT	nitrite reductase	nitrite reductase
Q6B7V0_9BACT	nitrite reductase	nitrite reductase
Q6B7V1_9BACT	nitrite reductase	nitrite reductase
Q6B7V2_9BACT	nitrite reductase	nitrite reductase
Q6B7V3_9BACT	nitrite reductase	nitrite reductase
Q6B7V4_9BACT	nitrite reductase	nitrite reductase
Q6B7V7_9BACT	nitrite reductase	nitrite reductase
Q6B7W0_9BACT	Nitrite reductase	nitrite reductase
Q6B7W1_9BACT	nitrite reductase	nitrite reductase
Q6B7W2_9BACT	nitrite reductase	nitrite reductase
Q6B7W3_9BACT	nitrite reductase	nitrite reductase
Q6B7W4_9BACT	nitrite reductase	nitrite reductase
Q6B7W5_9BACT	nitrite reductase	nitrite reductase
Q6B7W7_9BACT	nitrite reductase	nitrite reductase
Q6B7W9_9BACT	nitrite reductase	nitrite reductase
Q6B7X0_9BACT	nitrite reductase	nitrite reductase
Q6B7X3_9BACT	nitrite reductase	nitrite reductase
Q6B7X4_9BACT	nitrite reductase	nitrite reductase
Q6B7X5_9BACT	nitrite reductase	nitrite reductase
Q6B7X8_9BACT	nitrite reductase	nitrite reductase
Q6B7Y0_9BACT	nitrite reductase	nitrite reductase
Q6B7Y1_9BACT	Nitrite reductase	nitrite reductase
Q6B7Y3_9BACT	nitrite reductase	nitrite reductase
Q6B7Y4_9BACT	nitrite reductase	nitrite reductase
Q6B7Y5_9BACT	nitrite reductase	nitrite reductase
Q6B7Y6_9BACT	nitrite reductase	nitrite reductase
Q6B7Y7_9BACT	nitrite reductase	nitrite reductase
Q6B7Y8_9BACT	nitrite reductase	nitrite reductase
Q6BBM6_9BACT	Nitrite reductase	nitrite reductase
Q6BBM8_9BACT	Nitrite reductase	nitrite reductase
Q6BBN0_9BACT	Nitrite reductase	nitrite reductase
Q6BBN2_9BACT	Nitrite reductase	nitrite reductase
Q6BBN4_9BACT	Nitrite reductase	nitrite reductase
Q6BBN6_9BACT	Nitrite reductase	nitrite reductase
Q6BBN8_9BACT	Nitrite reductase	nitrite reductase
Q6BBP0_9BACT	Nitrite reductase	nitrite reductase
Q6GVN7_MYCAV	nitrite reductase	nitrite reductase
Q6JPI5_9BACT	nitrite reductase	nitrite reductase
Q6JPI6_9BACT	nitrite reductase	nitrite reductase
Q6JPI7_9BACT	nitrite reductase	nitrite reductase
Q6JPI8_9BACT	nitrite reductase	nitrite reductase
Q6JPI9_9BACT	nitrite reductase	nitrite reductase
Q6JPJ0_9BACT	nitrite reductase	nitrite reductase
Q6JPJ1_9BACT	nitrite reductase	nitrite reductase
Q6JPJ2_9BACT	nitrite reductase	nitrite reductase
Q6JPJ3_9BACT	nitrite reductase	nitrite reductase
Q6JPJ6_9BACT	nitrite reductase	nitrite reductase
Q6JPJ7_9BACT	nitrite reductase	nitrite reductase
Q6JPJ8_9BACT	nitrite reductase	nitrite reductase
Q6JPJ9_9BACT	nitrite reductase	nitrite reductase
Q6JPK0_9BACT	nitrite reductase	nitrite reductase
Q6JPK1_9BACT	nitrite reductase	nitrite reductase
Q6JPK2_9BACT	nitrite reductase	nitrite reductase
Q6JPK3_9BACT	nitrite reductase	nitrite reductase
Q6JPK4_9BACT	nitrite reductase	nitrite reductase
Q6JPK5_9BACT	nitrite reductase	nitrite reductase
Q6JPK6_9BACT	nitrite reductase	nitrite reductase
Q6JPK7_9BACT	nitrite reductase	nitrite reductase
Q6JPK8_9BACT	nitrite reductase	nitrite reductase
Q6JPK9_9BACT	nitrite reductase	nitrite reductase
Q6JPL0_9BACT	nitrite reductase	nitrite reductase
Q6JPL1_9BACT	nitrite reductase	nitrite reductase
Q6JPL2_9BACT	nitrite reductase	nitrite reductase
Q6JPL5_9BACT	nitrite reductase	nitrite reductase
Q6JPL6_9BACT	nitrite reductase	nitrite reductase
Q6JPL8_9BACT	nitrite reductase	nitrite reductase
Q6JPL9_9BACT	nitrite reductase	nitrite reductase
Q6JPM0_9BACT	nitrite reductase	nitrite reductase
Q6JPM1_9BACT	nitrite reductase	nitrite reductase
Q6JPM2_9BACT	nitrite reductase	nitrite reductase
Q6JPM3_9BACT	nitrite reductase	nitrite reductase
Q6JPM4_9BACT	nitrite reductase	nitrite reductase
Q6JPM6_9BACT	nitrite reductase	nitrite reductase
Q6JPM7_9BACT	nitrite reductase	nitrite reductase
Q6JPM8_9BACT	nitrite reductase	nitrite reductase
Q6JPM9_9BACT	nitrite reductase	nitrite reductase
Q6JPN0_9BACT	nitrite reductase	nitrite reductase
Q6JPN1_9BACT	nitrite reductase	nitrite reductase
Q6JPN2_9BACT	nitrite reductase	nitrite reductase
Q6JPN3_9BACT	nitrite reductase	nitrite reductase
Q6JPN4_9BACT	nitrite reductase	nitrite reductase
Q6JPN5_9BACT	nitrite reductase	nitrite reductase
Q6JPN6_9BACT	nitrite reductase	nitrite reductase
Q6JPN7_9BACT	nitrite reductase	nitrite reductase
Q6JPN8_9BACT	nitrite reductase	nitrite reductase
Q6JPN9_9BACT	nitrite reductase	nitrite reductase
Q6JPP0_9BACT	nitrite reductase	nitrite reductase
Q6JPP1_9BACT	nitrite reductase	nitrite reductase
Q6JPP2_9BACT	nitrite reductase	nitrite reductase
Q6JPP3_9BACT	nitrite reductase	nitrite reductase
Q6JPP5_9BACT	nitrite reductase	nitrite reductase
Q6JPP6_9BACT	nitrite reductase	nitrite reductase
Q6JPP7_9BACT	nitrite reductase	nitrite reductase
Q6JPP8_9BACT	nitrite reductase	nitrite reductase
Q6JPQ0_9BACT	nitrite reductase	nitrite reductase
Q6JPQ1_9BACT	nitrite reductase	nitrite reductase
Q6JPQ2_9BACT	nitrite reductase	nitrite reductase
Q6JPQ3_9BACT	nitrite reductase	nitrite reductase
Q6JPQ4_9BACT	nitrite reductase	nitrite reductase
Q6JPQ5_9BACT	nitrite reductase	nitrite reductase
Q6JPQ6_9BACT	nitrite reductase	nitrite reductase
Q6JPQ7_9BACT	nitrite reductase	nitrite reductase
Q6JPQ8_9BACT	nitrite reductase	nitrite reductase
Q6JPQ9_9BACT	nitrite reductase	nitrite reductase
Q6JPR0_9BACT	nitrite reductase	nitrite reductase
Q6JPR2_9BACT	nitrite reductase	nitrite reductase
Q6JPR3_9BACT	nitrite reductase	nitrite reductase
Q6JPR4_9BACT	nitrite reductase	nitrite reductase
Q6JPR5_9BACT	nitrite reductase	nitrite reductase
Q6JPR6_9BACT	nitrite reductase	nitrite reductase
Q6JPR7_9BACT	nitrite reductase	nitrite reductase
Q6JPR8_9BACT	nitrite reductase	nitrite reductase
Q6JPR9_9BACT	nitrite reductase	nitrite reductase
Q6JPS1_9BACT	nitrite reductase	nitrite reductase
Q6JPS2_9BACT	nitrite reductase	nitrite reductase
Q6JPS4_9BACT	nitrite reductase	nitrite reductase
Q6JPS5_9BACT	nitrite reductase	nitrite reductase
Q6JPS6_9BACT	nitrite reductase	nitrite reductase
Q6JPS7_9BACT	nitrite reductase	nitrite reductase
Q6JPS8_9BACT	nitrite reductase	nitrite reductase
Q6JPS9_9BACT	nitrite reductase	nitrite reductase
Q6JPT1_9BACT	nitrite reductase	nitrite reductase
Q6JPT3_9BACT	nitrite reductase	nitrite reductase
Q6JPT5_9BACT	nitrite reductase	nitrite reductase
Q6JPT6_9BACT	nitrite reductase	nitrite reductase
Q6JPT7_9BACT	nitrite reductase	nitrite reductase
Q6JPT8_9BACT	nitrite reductase	nitrite reductase
Q6JPT9_9BACT	nitrite reductase	nitrite reductase
Q6JPU0_9BACT	nitrite reductase	nitrite reductase
Q6JPU1_9BACT	nitrite reductase	nitrite reductase
Q6JPU2_9BACT	nitrite reductase	nitrite reductase
Q6JPU3_9BACT	nitrite reductase	nitrite reductase
Q6JPU4_9BACT	nitrite reductase	nitrite reductase
Q6JPU5_9BACT	nitrite reductase	nitrite reductase
Q6JPU6_9BACT	nitrite reductase	nitrite reductase
Q6JPU7_9BACT	nitrite reductase	nitrite reductase
Q6JPV0_9BACT	nitrite reductase	nitrite reductase
Q6JPV1_9BACT	nitrite reductase	nitrite reductase
Q6JPV2_9BACT	nitrite reductase	nitrite reductase
Q6JPV3_9BACT	nitrite reductase	nitrite reductase
Q6PRX4_9BACT	Nitrite reductase	nitrite reductase
Q6PRX5_9BACT	Nitrite reductase	nitrite reductase
Q6PRX6_9BACT	Nitrite reductase	nitrite reductase
Q6PRX7_9BACT	Nitrite reductase	nitrite reductase
Q6PRX8_9BACT	Nitrite reductase	nitrite reductase
Q6PRX9_9BACT	Nitrite reductase	nitrite reductase
Q6PRY0_9BACT	Nitrite reductase	nitrite reductase
Q6PRY1_9BACT	Nitrite reductase	nitrite reductase
Q6PRY2_9BACT	Nitrite reductase	nitrite reductase
Q6PRY3_9BACT	Nitrite reductase	nitrite reductase
Q6PRY4_9BACT	Nitrite reductase	nitrite reductase
Q6PRY5_9BACT	Nitrite reductase	nitrite reductase
Q6PRY6_9BACT	Nitrite reductase	nitrite reductase
Q6PRY7_9BACT	Nitrite reductase	nitrite reductase
Q6PRY8_9BACT	Nitrite reductase	nitrite reductase
Q6PRY9_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ0_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ1_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ2_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ3_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ4_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ5_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ6_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ7_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ8_9BACT	Nitrite reductase	nitrite reductase
Q6PRZ9_9BACT	Nitrite reductase	nitrite reductase
Q6PS00_9BACT	Nitrite reductase	nitrite reductase
Q6PS01_9BACT	Nitrite reductase	nitrite reductase
Q6PS02_9BACT	Nitrite reductase	nitrite reductase
Q6PS03_9BACT	Nitrite reductase	nitrite reductase
Q6PS05_9BACT	Nitrite reductase	nitrite reductase
Q6PS06_9BACT	Nitrite reductase	nitrite reductase
Q6PS07_9BACT	Nitrite reductase	nitrite reductase
Q6PS08_9BACT	Nitrite reductase	nitrite reductase
Q6PS09_9BACT	Nitrite reductase	nitrite reductase
Q6PS10_9BACT	Nitrite reductase	nitrite reductase
Q6PS11_9BACT	Nitrite reductase	nitrite reductase
Q6PS12_9BACT	Nitrite reductase	nitrite reductase
Q6PS13_9BACT	Nitrite reductase	nitrite reductase
Q6PS14_9BACT	Nitrite reductase	nitrite reductase
Q6PS15_9BACT	Nitrite reductase	nitrite reductase
Q6PS16_9BACT	Nitrite reductase	nitrite reductase
Q6PS17_9BACT	Nitrite reductase	nitrite reductase
Q6PS18_9BACT	Nitrite reductase	nitrite reductase
Q6PS19_9BACT	Nitrite reductase	nitrite reductase
Q6PS20_9BACT	Nitrite reductase	nitrite reductase
Q6PS21_9BACT	Nitrite reductase	nitrite reductase
Q6PS22_9BACT	Nitrite reductase	nitrite reductase
Q6PS23_9BACT	Nitrite reductase	nitrite reductase
Q6PS24_9BACT	Nitrite reductase	nitrite reductase
Q6PS25_9BACT	Nitrite reductase	nitrite reductase
Q6PS26_9BACT	Nitrite reductase	nitrite reductase
Q6PS27_9BACT	Nitrite reductase	nitrite reductase
Q6PS29_9BACT	Nitrite reductase	nitrite reductase
Q6PS30_9BACT	Nitrite reductase	nitrite reductase
Q6PS31_9BACT	Nitrite reductase	nitrite reductase
Q6PS32_9BACT	Nitrite reductase	nitrite reductase
Q6PS33_9BACT	Nitrite reductase	nitrite reductase
Q6PS34_9BACT	Nitrite reductase	nitrite reductase
Q6PS35_9BACT	Nitrite reductase	nitrite reductase
Q6PS36_9BACT	Nitrite reductase	nitrite reductase
Q6PS37_9BACT	Nitrite reductase	nitrite reductase
Q6PS38_9BACT	Nitrite reductase	nitrite reductase
Q6PS39_9BACT	Nitrite reductase	nitrite reductase
Q6PS40_9BACT	Nitrite reductase	nitrite reductase
Q6PS41_9BACT	Nitrite reductase	nitrite reductase
Q6PS42_9BACT	Nitrite reductase	nitrite reductase
Q6PS43_9BACT	Nitrite reductase	nitrite reductase
Q6PS44_9BACT	Nitrite reductase	nitrite reductase
Q6PS45_9BACT	Nitrite reductase	nitrite reductase
Q6PS46_9BACT	Nitrite reductase	nitrite reductase
Q6PS47_9BACT	Nitrite reductase	nitrite reductase
Q6PS48_9BACT	Nitrite reductase	nitrite reductase
Q6PS49_9BACT	Nitrite reductase	nitrite reductase
Q6RUG3_KLEOX	NirA	\bNirA\b
Q6TB83_9BACT	Nitrite reductase	nitrite reductase
Q6TB84_9BACT	Nitrite reductase	nitrite reductase
Q6TB85_9BACT	Nitrite reductase	nitrite reductase
Q6TB86_9BACT	Nitrite reductase	nitrite reductase
Q6TB87_9BACT	Nitrite reductase	nitrite reductase
Q6TB88_9BACT	Nitrite reductase	nitrite reductase
Q6TB89_9BACT	Nitrite reductase	nitrite reductase
Q6TB90_9BACT	Nitrite reductase	nitrite reductase
Q6TB91_9BACT	Nitrite reductase	nitrite reductase
Q6TB92_9BACT	Nitrite reductase	nitrite reductase
Q6TB93_9BACT	Nitrite reductase	nitrite reductase
Q6TB94_9BACT	Nitrite reductase	nitrite reductase
Q6TB95_9BACT	Nitrite reductase	nitrite reductase
Q6TB96_9BACT	Nitrite reductase	nitrite reductase
Q6TB97_9BACT	Nitrite reductase	nitrite reductase
Q6TB98_9BACT	Nitrite reductase	nitrite reductase
Q6TB99_9BACT	Nitrite reductase	nitrite reductase
Q6TBA0_9BACT	Nitrite reductase	nitrite reductase
Q6TBA1_9BACT	Nitrite reductase	nitrite reductase
Q6TBA2_9BACT	Nitrite reductase	nitrite reductase
Q6TBA3_9BACT	Nitrite reductase	nitrite reductase
Q6TBA4_9BACT	Nitrite reductase	nitrite reductase
Q6TBA5_9BACT	Nitrite reductase	nitrite reductase
Q6TBA6_9BACT	Nitrite reductase	nitrite reductase
Q6X8S9_9BACT	NirK	\bNirK\b
Q6X8U5_9BACT	nitrite reductase	nitrite reductase
Q6ZXS5_9DELT	nitrite reductase	nitrite reductase
Q6ZXS6_DESSA	nitrite reductase	nitrite reductase
Q6ZXS7_DESDE	nitrite reductase	nitrite reductase
Q6ZXS9_9PROT	nitrite reductase	nitrite reductase
Q6ZXT0_9PROT	nitrite reductase	nitrite reductase
Q6ZXT9_9BACT	nitrite reductase	nitrite reductase
Q6ZXU0_9BACT	nitrite reductase	nitrite reductase
Q6ZXU1_9BACT	nitrite reductase	nitrite reductase
Q6ZXU2_9BACT	nitrite reductase	nitrite reductase
Q6ZXU3_9BACT	nitrite reductase	nitrite reductase
Q6ZXU4_9BACT	nitrite reductase	nitrite reductase
Q6ZXU5_9BACT	nitrite reductase	nitrite reductase
Q6ZXU6_9BACT	nitrite reductase	nitrite reductase
Q6ZXU7_9BACT	nitrite reductase	nitrite reductase
Q6ZXU8_9BACT	nitrite reductase	nitrite reductase
Q6ZXU9_9BACT	nitrite reductase	nitrite reductase
Q702P7_9FLAO	Nitrite reductase	nitrite reductase
Q702P8_9PSED	Nitrite reductase	nitrite reductase
